Unnamed: 0,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,price_per_km,age_category,mileage_category,is_luxury,is_high_performance,is_fuel_efficient
2138,Hyundai i10,Hyundai,i10,12,84255.0,Dealer,Petrol,Manual,19.81,1086.0,68.05,5,215000.0,2.551747056589442,Mature,Average,0,0,0
2139,Hyundai Creta,Hyundai,Creta,5,20000.0,Dealer,Diesel,Manual,19.67,1582.0,126.2,5,1000000.0,49.99750012499375,Recent,Average,0,1,0
2140,Hyundai Verna,Hyundai,Verna,7,100000.0,Individual,Diesel,Manual,22.32,1582.0,126.32,5,700000.0,6.999930000699993,Recent,Good,0,1,0
2143,Maruti Baleno,Maruti,Baleno,6,60000.0,Dealer,Diesel,Manual,27.39,1248.0,74.0,5,675000.0,11.249812503124948,Recent,Excellent,0,0,1
2144,Isuzu D-Max,Isuzu,D-Max,3,120000.0,Individual,Diesel,Manual,12.4,2159.5,134.0,5,1200000.0,9.999916667361106,New,Low,0,1,0
2145,Jaguar XF,Jaguar,XF,7,28001.0,Dealer,Diesel,Automatic,16.36,2159.5,182.25,5,1485000.0,53.031926290979214,Recent,Average,1,1,0
2146,Maruti Alto,Maruti,Alto,9,43000.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5,230000.0,5.348712820632079,Mature,Average,0,0,0
2149,Hyundai i20,Hyundai,i20,6,18000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5,600000.0,33.331481584356425,Recent,Average,0,0,0
2150,Maruti Ertiga,Maruti,Ertiga,3,62000.0,Individual,Petrol,Manual,19.34,1462.0,103.0,7,815000.0,13.144949275011694,New,Average,0,0,0
2151,Maruti Ciaz,Maruti,Ciaz,4,50000.0,Individual,Petrol,Manual,20.73,1373.0,91.1,5,680000.0,13.599728005439891,Recent,Good,0,0,0
2153,Maruti Ertiga,Maruti,Ertiga,3,26938.0,Trustmark Dealer,CNG,Manual,17.5,1373.0,80.46,7,855000.0,31.738371877204052,New,Average,0,0,0
2154,Mahindra XUV500,Mahindra,XUV500,6,72500.0,Dealer,Diesel,Manual,15.1,2159.5,140.0,7,811000.0,11.18605260617095,Recent,Average,0,1,0
2155,Skoda Superb,Skoda,Superb,5,65000.0,Dealer,Petrol,Automatic,14.67,1798.0,177.46,5,1485000.0,22.845802372271194,Recent,Low,0,1,0
2156,Hyundai Verna,Hyundai,Verna,9,55000.0,Individual,Diesel,Manual,22.32,1582.0,126.32,5,450000.0,8.181669424192288,Mature,Good,0,1,0
2157,Hyundai i20,Hyundai,i20,10,115000.0,Individual,Petrol,Manual,18.5,1197.0,82.85,5,325000.0,2.826062382066243,Mature,Average,0,0,0
2158,Mahindra KUV,Mahindra,KUV,5,53000.0,Individual,Petrol,Manual,18.15,1198.0,82.0,6,400000.0,7.547027414577084,Recent,Average,0,0,0
2162,BMW 3,BMW,3,6,44000.0,Dealer,Diesel,Automatic,19.59,1995.0,182.25,5,1485000.0,33.74923297197791,Recent,Average,1,1,0
2163,Hyundai i20,Hyundai,i20,6,31695.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5,589000.0,18.58278647147905,Recent,Average,0,0,0
2164,Hyundai i20,Hyundai,i20,5,37962.0,Dealer,Diesel,Manual,21.19,1396.0,88.73,5,715000.0,18.834127966704422,Recent,Good,0,0,0
2165,Maruti Ertiga,Maruti,Ertiga,8,58277.0,Dealer,Petrol,Manual,16.02,1373.0,93.7,7,590000.0,10.123888946086002,Mature,Average,0,0,0
2166,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,12,71000.0,Dealer,Diesel,Automatic,14.21,2143.0,182.25,5,851000.0,11.985746679624231,Mature,Low,1,1,0
2168,Maruti Swift Dzire,Maruti,Swift Dzire,3,53000.0,Dealer,Diesel,Manual,19.3,1248.0,73.9,5,753000.0,14.207279107941359,New,Average,0,0,0
2169,Maruti Alto,Maruti,Alto,13,80000.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5,135000.0,1.6874789065136686,Old,Average,0,0,0
2170,Hyundai i20,Hyundai,i20,10,25590.0,Dealer,Petrol,Manual,17.0,1197.0,80.0,5,319000.0,12.4653198390059,Mature,Average,0,0,0
2171,Maruti Swift,Maruti,Swift,6,41000.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5,515000.0,12.560669251969465,Recent,Good,0,0,0
2174,Maruti Alto,Maruti,Alto,12,46000.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5,150000.0,3.2607986782896026,Mature,Average,0,0,0
2175,Audi A4,Audi,A4,9,110000.0,Individual,Diesel,Automatic,15.2,1968.0,140.8,5,940000.0,8.545376860210363,Mature,Average,1,1,0
2177,Maruti Wagon R,Maruti,Wagon R,9,42710.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5,285000.0,6.672754091451851,Mature,Average,0,0,0
2178,Audi A6,Audi,A6,7,52121.0,Dealer,Diesel,Automatic,17.68,1968.0,174.33,5,1485000.0,28.49084839415218,Recent,Average,1,1,0
2179,Honda Jazz,Honda,Jazz,3,30000.0,Individual,Petrol,Manual,18.2,1199.0,88.7,5,740000.0,24.66584447185094,New,Average,0,0,0
2180,Mahindra XUV500,Mahindra,XUV500,7,43943.0,Dealer,Diesel,Manual,15.1,2159.5,140.0,7,775000.0,17.636082286546515,Recent,Average,0,1,0
2181,Renault Duster,Renault,Duster,8,75704.0,Dealer,Diesel,Manual,19.87,1461.0,83.8,5,590000.0,7.7934086255861565,Mature,Average,0,0,0
2183,Maruti Swift,Maruti,Swift,5,60000.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5,590000.0,9.83316944717588,Recent,Excellent,0,0,1
2185,Maruti Ertiga,Maruti,Ertiga,6,98000.0,Dealer,Diesel,Manual,25.47,1248.0,88.5,7,750000.0,7.652983132825176,Recent,Excellent,0,0,1
2186,Maruti Wagon R,Maruti,Wagon R,7,43000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5,380000.0,8.83700379060952,Recent,Good,0,0,0
2187,Hyundai Verna,Hyundai,Verna,8,60000.0,Dealer,Diesel,Manual,23.9,1582.0,126.2,5,485000.0,8.083198613356444,Mature,Good,0,1,1
2189,Hyundai Grand,Hyundai,Grand,4,10000.0,Dealer,Petrol,Manual,18.9,1197.0,81.86,5,500000.0,49.99500049995,Recent,Average,0,0,0
2190,Hyundai Grand,Hyundai,Grand,5,29901.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5,450000.0,15.049160591264798,Recent,Average,0,0,0
2191,Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,8,43715.0,Dealer,Diesel,Automatic,11.3,2159.5,182.25,7,1485000.0,33.96925610760362,Mature,Low,1,1,0
2192,Mahindra XUV500,Mahindra,XUV500,5,49000.0,Dealer,Diesel,Automatic,16.0,2159.5,140.0,7,1300000.0,26.53007081488133,Recent,Average,0,1,0
2194,Maruti Vitara,Maruti,Vitara,4,54452.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5,850000.0,15.609791930655796,Recent,Good,0,0,1
2195,Maruti Alto,Maruti,Alto,6,70000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5,210000.0,2.999957143469379,Recent,Good,0,0,1
2197,Skoda Rapid,Skoda,Rapid,7,69000.0,Dealer,Petrol,Automatic,14.3,1598.0,103.5,5,450000.0,6.521644613846176,Recent,Low,0,0,0
2198,Land Rover Rover,Land Rover,Rover,5,130000.0,Dealer,Diesel,Automatic,12.81,1999.0,148.31,7,1485000.0,11.422989053930355,Recent,Low,0,1,0
2200,Maruti Swift Dzire,Maruti,Swift Dzire,3,29000.0,Dealer,Diesel,Automatic,28.4,1248.0,74.02,5,775000.0,26.723216440812386,New,Excellent,0,0,1
2201,Mahindra Thar,Mahindra,Thar,3,40000.0,Individual,Diesel,Manual,16.55,2159.5,105.0,6,850000.0,21.24946876328092,New,Average,0,0,0
2203,Tata Hexa,Tata,Hexa,3,44489.0,Dealer,Diesel,Automatic,17.6,2159.5,153.86,7,1365000.0,30.681051921780174,New,Average,0,1,0
2205,Jeep Compass,Jeep,Compass,3,40000.0,Individual,Diesel,Manual,17.1,1956.0,170.0,5,1485000.0,37.124071898202544,New,Average,0,1,0
2206,Toyota Innova,Toyota,Innova,6,124000.0,Dealer,Diesel,Manual,12.99,2159.5,100.0,8,1150000.0,9.274118757106798,Recent,Low,0,0,0
2207,Volkswagen Vento,Volkswagen,Vento,5,43000.0,Dealer,Petrol,Automatic,18.19,1197.0,103.2,5,690000.0,16.046138461896234,Recent,Average,0,0,0
2208,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,11,78000.0,Dealer,Petrol,Automatic,11.74,1796.0,182.25,5,899000.0,11.525493262906886,Mature,Low,1,1,0
2210,Maruti Ignis,Maruti,Ignis,3,18000.0,Dealer,Diesel,Manual,26.8,1248.0,74.0,5,640000.0,35.553580356646854,New,Excellent,0,0,1
2211,BMW 6,BMW,6,2,17226.0,Dealer,Petrol,Automatic,14.28,1998.0,182.25,4,1485000.0,86.20189237824346,New,Low,1,1,0
2213,Audi A4,Audi,A4,11,67000.0,Dealer,Petrol,Automatic,10.8,1984.0,132.0,5,845000.0,12.611752063402038,Mature,Low,1,1,0
2214,Maruti Wagon R,Maruti,Wagon R,13,80000.0,Dealer,Petrol,Manual,18.9,1061.0,67.0,5,175000.0,2.1874726565917926,Old,Average,0,0,0
2215,Hyundai i20,Hyundai,i20,6,52000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5,535000.0,10.288263687236784,Recent,Average,0,0,0
2216,Maruti Alto,Maruti,Alto,6,34000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5,255000.0,7.4997794182524045,Recent,Good,0,0,1
2217,Honda Amaze,Honda,Amaze,8,130000.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5,435000.0,3.3461281067068716,Mature,Excellent,0,0,1
2218,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,6,26952.0,Dealer,Diesel,Automatic,13.0,2143.0,182.25,5,1485000.0,55.095907691166104,Recent,Low,1,1,0
2219,Mahindra KUV,Mahindra,KUV,5,41256.0,Dealer,Diesel,Manual,25.32,1198.0,77.0,6,449000.0,10.883001672443465,Recent,Excellent,0,0,1
2220,Maruti Alto,Maruti,Alto,12,25000.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5,155000.0,6.199752009919603,Mature,Average,0,0,0
2221,Renault KWID,Renault,KWID,4,33000.0,Dealer,Petrol,Manual,23.01,999.0,67.0,5,360000.0,10.90876034059574,Recent,Good,0,0,1
2223,Maruti Swift,Maruti,Swift,3,25000.0,Individual,Petrol,Automatic,22.0,1197.0,81.8,5,630000.0,25.198992040318387,New,Good,0,0,0
2224,Maruti Ciaz,Maruti,Ciaz,7,64000.0,Dealer,Diesel,Manual,26.21,1248.0,88.5,5,575000.0,8.984234621334041,Recent,Excellent,0,0,1
2225,Hyundai i20,Hyundai,i20,10,80000.0,Dealer,Petrol,Manual,18.5,1197.0,80.0,5,320000.0,3.999950000624992,Mature,Average,0,0,0
2226,Maruti Wagon R,Maruti,Wagon R,12,59000.0,Dealer,Petrol,Manual,18.9,1061.0,67.0,5,165000.0,2.79656277012254,Mature,Average,0,0,0
2228,Maruti Wagon R,Maruti,Wagon R,12,23710.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5,190000.0,8.013158449664713,Mature,Average,0,0,0
2229,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,8,68000.0,Dealer,Diesel,Automatic,14.21,2143.0,182.25,5,1485000.0,21.83791414832135,Mature,Low,1,1,0
2230,Renault KWID,Renault,KWID,3,36000.0,Dealer,Petrol,Automatic,24.04,999.0,67.0,5,395000.0,10.97191744673759,New,Good,0,0,1
2231,Maruti Celerio,Maruti,Celerio,4,15500.0,Dealer,Petrol,Automatic,23.1,998.0,67.04,5,485000.0,31.288303980388363,Recent,Good,0,0,1
2232,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,2,11000.0,Dealer,Diesel,Automatic,16.1,1950.0,182.25,5,1485000.0,134.98772838832832,New,Average,1,1,0
2233,Skoda Superb,Skoda,Superb,12,68387.0,Dealer,Petrol,Automatic,12.0,2159.5,182.25,5,499000.0,7.296601742995847,Mature,Low,0,1,0
2234,Maruti Ertiga,Maruti,Ertiga,9,73000.0,Dealer,Diesel,Manual,20.77,1248.0,88.76,7,589000.0,8.06838262489555,Mature,Good,0,0,0
2236,Audi A6,Audi,A6,8,56787.0,Dealer,Diesel,Automatic,17.68,1968.0,174.33,5,1485000.0,26.14989082200465,Mature,Average,1,1,0
2237,Toyota Innova,Toyota,Innova,5,119000.0,Dealer,Diesel,Manual,13.68,2159.5,147.8,7,1400000.0,11.764607020109075,Recent,Low,0,1,0
2238,Volkswagen Polo,Volkswagen,Polo,3,18523.0,Dealer,Petrol,Automatic,17.21,1798.0,182.25,4,875000.0,47.23601813863097,New,Average,0,1,0
2240,BMW X3,BMW,X3,2,8620.0,Dealer,Diesel,Automatic,18.56,1995.0,182.25,5,1485000.0,172.25379886324092,New,Average,1,1,0
2241,Ford Ecosport,Ford,Ecosport,2,67000.0,Individual,Diesel,Manual,23.0,1498.0,98.96,5,979000.0,14.611722213101297,New,Good,0,0,1
2243,Maruti Wagon R,Maruti,Wagon R,6,50000.0,Individual,CNG,Manual,26.6,998.0,58.16,5,450000.0,8.999820003599927,Recent,Excellent,0,0,1
2245,Hyundai Grand,Hyundai,Grand,5,40125.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5,540000.0,13.45760853312067,Recent,Average,0,0,0
2246,Hyundai i20,Hyundai,i20,12,57000.0,Dealer,Petrol,Manual,17.0,1197.0,80.0,5,275000.0,4.824476763565552,Mature,Average,0,0,0
2247,Hyundai Grand,Hyundai,Grand,2,15000.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5,575000.0,38.33077794813679,New,Average,0,0,0
2248,Ford Ecosport,Ford,Ecosport,6,39720.0,Dealer,Petrol,Manual,18.88,999.0,123.24,5,650000.0,16.36413987563254,Recent,Average,0,1,0
2249,Ford Ecosport,Ford,Ecosport,4,26000.0,Individual,Diesel,Manual,23.0,1498.0,98.96,5,700000.0,26.92204145994385,Recent,Good,0,0,1
2250,Skoda Octavia,Skoda,Octavia,7,79000.0,Dealer,Diesel,Automatic,19.3,1968.0,141.0,5,1200000.0,15.189681143276667,Recent,Average,0,1,0
2251,Maruti Vitara,Maruti,Vitara,3,15734.0,Dealer,Diesel,Automatic,24.3,1248.0,88.5,5,1020000.0,64.8236415633937,New,Good,0,0,1
2254,Maruti Wagon R,Maruti,Wagon R,13,55000.0,Dealer,Petrol,Manual,21.79,998.0,67.05,5,175000.0,3.181760331630334,Old,Good,0,0,0
2256,Maruti Vitara,Maruti,Vitara,3,30000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5,760000.0,25.3324889170361,New,Good,0,0,1
2259,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,4,26000.0,Dealer,Petrol,Automatic,12.0,1991.0,182.25,5,1485000.0,57.11318795430945,Recent,Low,1,1,0
2260,Maruti Wagon R,Maruti,Wagon R,16,130000.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5,110000.0,0.8461473373281744,Old,Average,0,0,0
2261,Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,5,32000.0,Dealer,Diesel,Automatic,17.9,2143.0,168.0,5,1485000.0,46.404799850004686,Recent,Average,1,1,0
2262,Honda Amaze,Honda,Amaze,3,41612.0,Dealer,Petrol,Manual,17.8,1198.0,86.7,5,575000.0,13.817797322951963,New,Average,0,0,0
2264,Toyota Innova,Toyota,Innova,7,69000.0,Dealer,Diesel,Manual,12.8,2159.5,102.0,8,1120000.0,16.231648816683816,Recent,Low,0,0,0
2266,Hyundai i20,Hyundai,i20,10,89000.0,Dealer,Petrol,Automatic,15.0,1396.0,100.0,5,325000.0,3.651644363546477,Mature,Low,0,0,0
2267,Mahindra XUV500,Mahindra,XUV500,9,130000.0,Individual,Diesel,Manual,15.1,2159.5,140.0,7,600000.0,4.615349112699133,Mature,Average,0,1,0
2268,Maruti Celerio,Maruti,Celerio,5,16000.0,Dealer,Petrol,Automatic,23.1,998.0,67.04,5,445000.0,27.81076182738579,Recent,Good,0,0,1
2269,Maruti Ertiga,Maruti,Ertiga,4,30900.0,Individual,CNG,Manual,17.5,1373.0,80.46,7,820000.0,26.536358046665157,Recent,Average,0,0,0
2271,Hyundai Verna,Hyundai,Verna,9,71452.0,Dealer,Diesel,Automatic,19.08,1582.0,126.32,5,495000.0,6.927630750283403,Mature,Average,0,1,0
2272,Ford Figo,Ford,Figo,6,52000.0,Dealer,Diesel,Manual,25.83,1498.0,99.0,5,550000.0,10.576719678467722,Recent,Excellent,0,0,1
2273,Toyota Fortuner,Toyota,Fortuner,11,64000.0,Dealer,Diesel,Manual,11.5,2159.5,171.0,7,1085000.0,16.952860111560756,Mature,Low,0,1,0
2274,Mahindra XUV500,Mahindra,XUV500,6,130000.0,Dealer,Diesel,Manual,16.0,2159.5,140.0,7,950000.0,7.307636095106961,Recent,Average,0,1,0
2276,Ford Ecosport,Ford,Ecosport,6,60000.0,Individual,Diesel,Manual,22.77,1498.0,98.59,5,800000.0,13.333111114814754,Recent,Good,0,0,1
2277,Honda City,Honda,City,5,100000.0,Individual,Diesel,Manual,26.0,1498.0,98.6,5,850000.0,8.499915000849992,Recent,Excellent,0,0,1
2278,Renault KWID,Renault,KWID,5,35000.0,Individual,Petrol,Manual,25.17,799.0,53.3,5,299000.0,8.542613068198051,Recent,Excellent,0,0,1
2279,Maruti Swift,Maruti,Swift,6,107000.0,Individual,Diesel,Manual,25.2,1248.0,74.0,5,600000.0,5.607424229680096,Recent,Excellent,0,0,1
2280,Volkswagen Polo,Volkswagen,Polo,7,68000.0,Dealer,Diesel,Manual,20.14,1498.0,88.8,5,450000.0,6.6175497419155604,Recent,Good,0,0,0
2281,Tata Tiago,Tata,Tiago,3,14902.0,Dealer,Petrol,Manual,23.84,1199.0,83.83,5,310000.0,20.80118097027444,New,Good,0,0,1
2282,BMW 7,BMW,7,5,37000.0,Dealer,Diesel,Automatic,17.66,2159.5,182.25,4,1485000.0,40.13405043106943,Recent,Average,1,1,0
2283,Renault Duster,Renault,Duster,6,80342.0,Dealer,Diesel,Manual,20.45,1461.0,83.8,5,580000.0,7.219048330283908,Recent,Good,0,0,0
2284,Toyota Fortuner,Toyota,Fortuner,10,79431.0,Dealer,Diesel,Manual,12.55,2159.5,168.5,7,990000.0,12.46349078457045,Mature,Low,0,1,0
2285,Maruti Swift Dzire,Maruti,Swift Dzire,8,21000.0,Individual,Petrol,Manual,17.5,1298.0,85.8,5,470000.0,22.379886672063236,Mature,Average,0,0,0
2286,Renault Duster,Renault,Duster,8,53000.0,Dealer,Diesel,Manual,19.87,1461.0,83.8,5,475000.0,8.962095054810286,Mature,Average,0,0,0
2288,Maruti Wagon R,Maruti,Wagon R,4,17745.0,Dealer,Petrol,Manual,20.51,998.0,67.04,5,500000.0,28.175363462188663,Recent,Good,0,0,0
2289,Honda Amaze,Honda,Amaze,8,54642.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5,390000.0,7.137236242519627,Mature,Excellent,0,0,1
2290,Hyundai i10,Hyundai,i10,11,77739.0,Dealer,Petrol,Automatic,16.95,1197.0,78.9,5,290000.0,3.7303833290455364,Mature,Average,0,0,0
2291,Maruti Celerio,Maruti,Celerio,5,36000.0,Dealer,Petrol,Automatic,23.1,998.0,67.04,5,450000.0,12.499652787422571,Recent,Good,0,0,1
2292,Hyundai Grand,Hyundai,Grand,3,31025.0,Dealer,Petrol,Automatic,18.9,1197.0,81.86,5,596000.0,19.209695094436924,New,Average,0,0,0
2293,Maruti Vitara,Maruti,Vitara,5,83000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5,650000.0,7.831230949024711,Recent,Good,0,0,1
2295,Maruti Ignis,Maruti,Ignis,4,26000.0,Dealer,Petrol,Manual,20.89,1197.0,81.8,5,490000.0,18.845429021960694,Recent,Good,0,0,0
2296,Volkswagen Vento,Volkswagen,Vento,2,4200.0,Dealer,Petrol,Manual,15.04,1598.0,103.2,5,875000.0,208.28374196619853,New,Average,0,0,0
2297,Toyota Innova,Toyota,Innova,8,74000.0,Dealer,Diesel,Manual,12.99,2159.5,100.6,8,950000.0,12.837664355887082,Mature,Low,0,0,0
2298,Skoda Rapid,Skoda,Rapid,5,56789.0,Dealer,Diesel,Automatic,21.66,1498.0,103.52,5,775000.0,13.646768797323473,Recent,Good,0,0,0
2299,Maruti Ertiga,Maruti,Ertiga,5,37000.0,Dealer,Petrol,Manual,17.5,1373.0,91.1,7,695000.0,18.783276127672224,Recent,Average,0,0,0
2301,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,57000.0,Dealer,Diesel,Automatic,14.21,2143.0,182.25,5,1125000.0,19.736495850949982,Mature,Low,1,1,0
2302,Hyundai i20,Hyundai,i20,9,90000.0,Individual,Petrol,Manual,17.0,1197.0,80.0,5,310000.0,3.4444061732647415,Mature,Average,0,0,0
2303,Ford Figo,Ford,Figo,6,20319.0,Dealer,Petrol,Manual,18.16,1196.0,86.8,5,355000.0,17.47047244094488,Recent,Average,0,0,0
2304,Renault Duster,Renault,Duster,7,76000.0,Dealer,Diesel,Manual,19.64,1461.0,108.45,5,541000.0,7.118327390429073,Recent,Average,0,0,0
2305,Toyota Innova,Toyota,Innova,9,130000.0,Dealer,Diesel,Manual,12.8,2159.5,102.0,8,850000.0,6.538411242990438,Mature,Low,0,0,0
2307,Jaguar XF,Jaguar,XF,6,28000.0,Dealer,Diesel,Automatic,16.36,2159.5,182.25,5,1485000.0,53.0338202207064,Recent,Average,1,1,0
2309,Audi A6,Audi,A6,10,110000.0,Dealer,Diesel,Automatic,17.68,1968.0,174.33,5,1000000.0,9.090826447032299,Mature,Average,1,1,0
2310,Maruti Swift Dzire,Maruti,Swift Dzire,11,80000.0,Dealer,Petrol,Manual,20.85,1197.0,83.14,5,325000.0,4.0624492193847574,Mature,Good,0,0,0
2311,Hyundai i20,Hyundai,i20,5,50000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5,540000.0,10.799784004319914,Recent,Average,0,0,0
2312,Hyundai Creta,Hyundai,Creta,4,45000.0,Dealer,Petrol,Automatic,13.0,1591.0,121.3,5,1175000.0,26.11053087709162,Recent,Low,0,1,0
2313,Maruti Wagon R,Maruti,Wagon R,5,60000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5,350000.0,5.833236112731455,Recent,Good,0,0,0
2314,Hyundai i20,Hyundai,i20,11,77000.0,Dealer,Petrol,Manual,17.0,1197.0,80.0,5,300000.0,3.8960532980091167,Mature,Average,0,0,0
2315,Hyundai i20,Hyundai,i20,8,33000.0,Individual,Petrol,Manual,18.5,1197.0,82.9,5,325000.0,9.848186418593375,Mature,Average,0,0,0
2316,Mahindra XUV500,Mahindra,XUV500,6,57000.0,Individual,Diesel,Manual,16.0,1997.0,140.0,7,925000.0,16.227785477447764,Recent,Average,0,1,0
2317,Skoda Superb,Skoda,Superb,6,59000.0,Dealer,Diesel,Automatic,17.2,1968.0,138.03,5,1245000.0,21.101337265470075,Recent,Average,0,1,0
2318,Tata Safari,Tata,Safari,8,120000.0,Individual,Diesel,Manual,14.0,2159.5,138.1,7,600000.0,4.999958333680553,Mature,Low,0,1,0
2319,Hyundai i10,Hyundai,i10,12,120000.0,Individual,Petrol,Manual,19.81,1086.0,68.05,5,150000.0,1.2499895834201382,Mature,Average,0,0,0
2320,Maruti Ciaz,Maruti,Ciaz,7,43612.0,Dealer,Petrol,Manual,20.73,1373.0,91.1,5,555000.0,12.725563478779263,Recent,Good,0,0,0
2321,BMW 3,BMW,3,6,37000.0,Dealer,Diesel,Automatic,22.69,1995.0,182.25,5,1485000.0,40.13405043106943,Recent,Good,1,1,0
2322,Hyundai i20,Hyundai,i20,3,49000.0,Dealer,Diesel,Manual,22.54,1396.0,88.73,5,840000.0,17.142507295769473,New,Good,0,0,0
2323,Maruti Ertiga,Maruti,Ertiga,5,43000.0,Dealer,CNG,Manual,17.5,1373.0,80.46,7,775000.0,18.022836678216784,Recent,Average,0,0,0
2324,Honda City,Honda,City,7,63000.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5,275000.0,4.365010079205092,Recent,Average,0,1,0
2325,Maruti Ertiga,Maruti,Ertiga,3,78000.0,Dealer,CNG,Manual,26.08,1462.0,91.19,7,825000.0,10.576787477083627,New,Excellent,0,0,1
2327,Honda City,Honda,City,4,19900.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5,950000.0,47.73629465855987,Recent,Average,0,0,0
2329,Maruti Baleno,Maruti,Baleno,6,47000.0,Dealer,Petrol,Manual,21.4,1197.0,83.1,5,570000.0,12.127401544647986,Recent,Good,0,0,0
2330,Maruti Wagon R,Maruti,Wagon R,10,75000.0,Dealer,CNG,Manual,26.6,998.0,58.16,5,275000.0,3.6666177784296208,Mature,Excellent,0,0,1
2331,Tata Tiago,Tata,Tiago,4,30000.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5,450000.0,14.999500016666111,Recent,Good,0,0,1
2332,Honda City,Honda,City,13,75000.0,Dealer,Petrol,Manual,17.7,1497.0,78.0,5,190000.0,2.53329955600592,Old,Average,0,0,0
2333,Toyota Camry,Toyota,Camry,5,65300.0,Dealer,Petrol,Automatic,12.98,2159.5,178.4,5,1471000.0,22.526454418768473,Recent,Low,0,1,0
2334,Tata Tiago,Tata,Tiago,2,35000.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5,490000.0,13.999600011428244,New,Good,0,0,1
2336,Ford Figo,Ford,Figo,5,130000.0,Individual,Diesel,Manual,25.83,1498.0,99.0,5,400000.0,3.0768994084660886,Recent,Excellent,0,0,1
2337,Honda City,Honda,City,6,30000.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5,510000.0,16.999433352221594,Recent,Average,0,0,0
2338,Maruti Alto,Maruti,Alto,7,45000.0,Individual,Petrol,Manual,23.95,998.0,67.05,5,250000.0,5.555432101508855,Recent,Good,0,0,1
2339,Volkswagen Polo,Volkswagen,Polo,3,14000.0,Dealer,Petrol,Manual,18.24,999.0,108.62,5,655000.0,46.782372687665166,New,Average,0,0,0
2341,Renault KWID,Renault,KWID,4,15000.0,Individual,Petrol,Manual,25.17,799.0,53.3,5,350000.0,23.33177788147457,Recent,Excellent,0,0,1
2345,Renault KWID,Renault,KWID,4,16000.0,Individual,Petrol,Manual,23.01,999.0,67.0,5,315000.0,19.68626960814949,Recent,Good,0,0,1
2346,Hyundai Grand,Hyundai,Grand,6,20000.0,Dealer,Diesel,Manual,24.0,1120.0,70.0,5,500000.0,24.998750062496875,Recent,Good,0,0,1
2348,Maruti Swift Dzire,Maruti,Swift Dzire,7,64000.0,Dealer,Diesel,Manual,23.4,1248.0,74.0,5,545000.0,8.515491945438352,Recent,Good,0,0,1
2349,Maruti Ertiga,Maruti,Ertiga,9,67000.0,Dealer,Diesel,Manual,20.77,1248.0,88.76,7,625000.0,9.328218981806241,Mature,Good,0,0,0
2350,Honda Jazz,Honda,Jazz,5,10000.0,Individual,Petrol,Manual,18.7,1199.0,88.7,5,500000.0,49.99500049995,Recent,Average,0,0,0
2351,Honda City,Honda,City,7,70000.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5,540000.0,7.714175511778403,Recent,Excellent,0,0,1
2352,Hyundai i20,Hyundai,i20,5,50507.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5,650000.0,12.869248435891343,Recent,Average,0,0,0
2353,Audi A6,Audi,A6,4,27000.0,Dealer,Diesel,Automatic,18.53,1968.0,182.25,5,1485000.0,54.997963038405985,Recent,Average,1,1,0
